species1,latin_name,pageid,level_1,level_2,common_name,latin_name1,part,preparation,reference,nutrient,concentration,AgeMatMin,feeding_level,feeding_mode,bulk_trophic_level,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,log_concentration,log_length,realm
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,eggs,raw,82,protein_g,22.5,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,3.1135153092103742,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,79,protein_g,16.4,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,2.797281334830153,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,79,protein_g,16.4,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,2.797281334830153,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,82,protein_g,18.9,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,2.9391619220655967,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,82,protein_g,18.9,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,2.9391619220655967,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,63,fat_g,0.67,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,-0.40047756659712525,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,63,fat_g,0.67,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,-0.40047756659712525,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,23,fat_g,0.7,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,-0.35667494393873245,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,23,fat_g,0.7,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,-0.35667494393873245,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,47,fat_g,1.6,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,0.47000362924573563,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,47,fat_g,1.6,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,0.47000362924573563,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,tongues + cheeks,raw,62,fat_g,1.1,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,0.09531017980432493,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,tongues + cheeks,raw,62,fat_g,1.1,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,0.09531017980432493,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,27,fat_g,0.6,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,-0.5108256237659907,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,27,fat_g,0.6,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,-0.5108256237659907,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,48,fat_g,1.1,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,0.09531017980432493,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,48,fat_g,1.1,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,0.09531017980432493,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,55,fat_g,0.59,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,-0.527632742082372,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,55,fat_g,0.59,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,-0.527632742082372,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,liver,raw,82,fat_g,66.6,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,4.198704577546343,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,liver,raw,82,fat_g,66.6,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,4.198704577546343,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,liver,raw,47,fat_g,23.1,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,3.139832617527748,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,liver,raw,47,fat_g,23.1,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,3.139832617527748,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,whole,raw,27,fat_g,0.7,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,-0.35667494393873245,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,whole,raw,27,fat_g,0.7,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,-0.35667494393873245,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,offal,raw,27,fat_g,1.8,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,0.5877866649021191,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,offal,raw,27,fat_g,1.8,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,0.5877866649021191,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,eggs,raw,82,fat_g,3.3,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,1.1939224684724346,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,eggs,raw,82,fat_g,3.3,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,1.1939224684724346,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,79,fat_g,0.6,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,-0.5108256237659907,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,79,fat_g,0.6,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,-0.5108256237659907,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,72,fat_g,0.73,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,-0.31471074483970024,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,72,fat_g,0.73,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,-0.31471074483970024,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,82,fat_g,0.6,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,-0.5108256237659907,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,82,fat_g,0.6,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,-0.5108256237659907,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,48,fapun3,0.47,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,-0.7550225842780328,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,48,fapun3,0.47,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,-0.7550225842780328,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,79,fapun3,0.2,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,-1.6094379124341003,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,79,fapun3,0.2,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,-1.6094379124341003,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,63,fapun_all_g,0.231,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,-1.4653375684603434,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,63,fapun_all_g,0.231,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,-1.4653375684603434,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,55,fapun_all_g,0.33,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,-1.1086626245216111,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,55,fapun_all_g,0.33,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,-1.1086626245216111,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,23,fapun_all_g,0.3,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,-1.2039728043259361,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,23,fapun_all_g,0.3,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,-1.2039728043259361,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,liver,raw,82,fapun_all_g,14.6,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,2.681021528714291,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,liver,raw,82,fapun_all_g,14.6,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,2.681021528714291,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,eggs,raw,82,fapun_all_g,0.939,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,-0.0629397997738742,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,eggs,raw,82,fapun_all_g,0.939,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,-0.0629397997738742,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,79,fapun_all_g,0.2,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,-1.6094379124341003,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,79,fapun_all_g,0.2,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,-1.6094379124341003,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,82,fapun_all_g,0.248,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,-1.3943265328171548,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,82,fapun_all_g,0.248,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,-1.3943265328171548,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,63,mn_mg,0.015,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,-4.199705077879927,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,63,mn_mg,0.015,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,-4.199705077879927,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,27,mn_mg,0.011,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,-4.509860006183766,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,27,mn_mg,0.011,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,-4.509860006183766,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,82,mn_mg,0.02,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,-3.912023005428146,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,82,mn_mg,0.02,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,-3.912023005428146,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,63,mg_mg,32,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,3.4657359027997265,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,63,mg_mg,32,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,3.4657359027997265,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,27,mg_mg,24,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,3.1780538303479458,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,27,mg_mg,24,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,3.1780538303479458,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,liver,raw,82,mg_mg,8,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,2.0794415416798357,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,liver,raw,82,mg_mg,8,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,2.0794415416798357,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,eggs,raw,82,mg_mg,9,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,2.1972245773362196,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,eggs,raw,82,mg_mg,9,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,2.1972245773362196,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,82,mg_mg,25,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,3.2188758248682006,5.298317366548036,brackmarine
Gadus morhua,Gadus morhua,6432,Fish,Saltwater Fish,Atlantic Cod,Gadus morhua,muscle,raw,82,mg_mg,25,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,polar,fusiform / normal,benthopelagic,600,200,3.2188758248682006,5.298317366548036,brackmarine
Pungitius pungitius,Gasterosteidae,6419,Fish,Freshwater Fish,Ninespine Stickleback,Gasterosteidae,muscle,raw,11,ca_mg,901,0.7666666666666666,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.35,temperate,elongated,benthopelagic,110,9,6.803505257608338,2.1972245773362196,freshbrackmarine
Pungitius pungitius,Gasterosteidae,6419,Fish,Freshwater Fish,Ninespine Stickleback,Gasterosteidae,muscle,raw,33,ca_mg,901,0.7666666666666666,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.35,temperate,elongated,benthopelagic,110,9,6.803505257608338,2.1972245773362196,freshbrackmarine
Pungitius pungitius,Gasterosteidae,6419,Fish,Freshwater Fish,Ninespine Stickleback,Gasterosteidae,muscle,raw,7,ca_mg,93,0.7666666666666666,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.35,temperate,elongated,benthopelagic,110,9,4.532599493153256,2.1972245773362196,freshbrackmarine
