"species_name","seanuts_id2","subgroup","nutrient","concentration","dri_per"
"Lucioperca lucioperca",130,"finfish","fat",0.6,0.857143
"Lucioperca lucioperca",139,"finfish","fat",0.8,1.14286
"Lutjanus argentimaculatus",689,"finfish","fat",1.37,1.95714
"Lutjanus johnii",690,"finfish","fat",1.29,1.84286
"Lutjanus malabaricus",691,"finfish","fat",0.5,0.714286
"Megalaspis cordyla",712,"finfish","fat",1.53,2.18571
"Melanogrammus aeglefinus",268,"finfish","fat",0.3,0.428571
"Merlangius merlangus",75,"finfish","fat",1.34,1.91429
"Merlangius merlangus",122,"finfish","fat",1.48,2.11429
"Merlangius merlangus",125,"finfish","fat",2.37,3.38571
"Merlangius merlangus",146,"finfish","fat",1.22,1.74286
"Merluccius merluccius",729,"finfish","fat",0.4,0.571429
"Merluccius merluccius",730,"finfish","fat",0.6,0.857143
"Merluccius merluccius",731,"finfish","fat",2,2.85714
"Merluccius productus",737,"finfish","fat",2.61,3.72857
"Metapenaeus affinis",739,"crustacean","fat",1.06,1.51429
"Microstomus pacificus",752,"finfish","fat",0.3,0.428571
"Mormyrus rume",38,"finfish","fat",1.46,2.08571
"Mugil cephalus",210,"finfish","fat",2.2,3.14286
"Mugil cephalus",769,"finfish","fat",1,1.42857
"Mugil cephalus",770,"finfish","fat",1,1.42857
"Mugil cephalus",771,"finfish","fat",2,2.85714
"Mullus surmuletus",100,"finfish","fat",9.71,13.8714
"Mullus surmuletus",107,"finfish","fat",12.28,17.5429
"Mullus surmuletus",133,"finfish","fat",2.06,2.94286
"Mullus surmuletus",137,"finfish","fat",17.37,24.8143
"Mullus surmuletus",785,"finfish","fat",4.65,6.64286
"Muraenesox bagio",242,"finfish","fat",1.7,2.42857
"Mustelus lenticulatus",786,"finfish","fat",0.9,1.28571
"Mytella sp.",89,"mollusc","fat",1.19,1.7
"Mytilus galloprovincialis",791,"mollusc","fat",2,2.85714
"Mytilus galloprovincialis",793,"mollusc","fat",1,1.42857
"Mytilus galloprovincialis",794,"mollusc","fat",2,2.85714
"Nemipterus japonicus",212,"finfish","fat",1.3,1.85714
"Nemipterus japonicus",797,"finfish","fat",2.7,3.85714
"Nephrops norvegicus",77,"crustacean","fat",0.4,0.571429
"Nephrops norvegicus",798,"crustacean","fat",0.2,0.285714
"Nephrops norvegicus",799,"crustacean","fat",0.5,0.714286
"Nephrops norvegicus",800,"crustacean","fat",0.2,0.285714
"Notopterus chitala",809,"finfish","fat",1.2,1.71429
"Notothenia gibberifrons",810,"finfish","fat",0.8,1.14286
"Notothenia neglecta",811,"finfish","fat",1.9,2.71429
"Oblada melanura",813,"finfish","fat",1,1.42857
"Octopus vulgaris",814,"mollusc","fat",1,1.42857
"Octopus vulgaris",815,"mollusc","fat",0.2,0.285714
"Octopus vulgaris",816,"mollusc","fat",0.3,0.428571
"Odax pullus",821,"finfish","fat",0.9,1.28571
"Ommastrephes bartramii",1603,"mollusc","fat",0.5612,0.801714
"Oncorhynchus kisutch",1,"finfish","fat",12.2,17.4286
"Oncorhynchus kisutch",824,"finfish","fat",3.2,4.57143
"Oncorhynchus kisutch",825,"finfish","fat",3.4,4.85714
"Oncorhynchus nerka",157,"finfish","fat",10,14.2857
"Oncorhynchus nerka",160,"finfish","fat",3,4.28571
"Oncorhynchus nerka",273,"finfish","fat",3.9,5.57143
"Oncorhynchus nerka",278,"finfish","fat",5,7.14286
"Oncorhynchus tshawytscha",829,"finfish","fat",9.42,13.4571
"Ophiodon elongatus",831,"finfish","fat",0.98,1.4
"Oreochromis mossambicus",143,"finfish","fat",2.3,3.28571
"Oreochromis niloticus",15,"finfish","fat",2.64,3.77143
"Oreochromis niloticus",839,"finfish","fat",1.8,2.57143
"Pagellus erythrinus",863,"finfish","fat",3.18,4.54286
"Pagrus caeruleostictus",865,"finfish","fat",2.92,4.17143
"Palaemon serratus",869,"crustacean","fat",1.11,1.58571
"Palinurus elephas",871,"crustacean","fat",1.91,2.72857
"Pampus argenteus",187,"finfish","fat",1.7,2.42857
"Pampus argenteus",875,"finfish","fat",2.09,2.98571
"Pampus argenteus",876,"finfish","fat",6.8,9.71429
"Panaeus notialis",904,"crustacean","fat",0.79,1.12857
"Pandalus jordani",882,"crustacean","fat",1.51,2.15714
"Pandalus jordani",883,"crustacean","fat",1.05,1.5
"Pandalus jordani",884,"crustacean","fat",1.52,2.17143
"Pangasius sutchi",885,"finfish","fat",8.9,12.7143
"Panopea generosa",886,"mollusc","fat",1.95,2.78571
"Parapenaeopsis atlantica",889,"crustacean","fat",0.91,1.3
"Parastromateus niger",184,"finfish","fat",6.1,8.71429
"Parastromateus niger",893,"finfish","fat",2.33,3.32857
"Parastromateus niger",894,"finfish","fat",3.6,5.14286
"Parophrys vetulus",948,"finfish","fat",1.6,2.28571
"Pegellus centrodontus",862,"finfish","fat",2,2.85714
"Perca flavescens",285,"finfish","fat",0.26,0.371429
"Pila sp.",20,"mollusc","fat",0.4,0.571429
"Platichthys stellatus",944,"finfish","fat",1.15,1.64286
"Pleuronectes platessa",174,"finfish","fat",2.2,3.14286
"Plotosus spp.",949,"finfish","fat",3.04,4.34286
"Pollachius virens",254,"finfish","fat",0.2,0.285714
"Polyipnus indicus",660,"finfish","fat",0.85,1.21429
"Polyprion oxygeneios",956,"finfish","fat",1.8,2.57143
"Portunus pelagicus",962,"crustacean","fat",0.81,1.15714
"Portunus pelagicus",963,"crustacean","fat",1.21,1.72857
"Procambarus acutus acutus",964,"crustacean","fat",1,1.42857
"Procambarus acutus acutus",965,"crustacean","fat",0.9,1.28571
"Procambarus clarkii",966,"crustacean","fat",1,1.42857
"Procambarus clarkii",967,"crustacean","fat",0.8,1.14286
"Prochilodus reticulatus magdalenae",202,"finfish","fat",3.25,4.64286
"Protonibea diacanthus",213,"finfish","fat",4.9,7
"Pseudoplatystoma fasciatum",180,"finfish","fat",1.15,1.64286
"Pseudoplatystoma fasciatum",977,"finfish","fat",0.18,0.257143
"Pseudoplatystoma fasciatum",978,"finfish","fat",0.43,0.614286
"Puntius gonionotus",369,"finfish","fat",7.4,10.5714
"Rastrelliger brachysoma",987,"finfish","fat",3.8,5.42857
"Rastrelliger kanagurta",171,"finfish","fat",1.8,2.57143
"Rastrelliger kanagurta",988,"finfish","fat",1.8,2.57143
"Reinhardtius hippoglossoides",279,"finfish","fat",12.8,18.2857
"Ruditapes philippinarum",1626,"mollusc","fat",0.98,1.4
"Rutilus frisii kutum",269,"finfish","fat",6.7,9.57143
"Salmo gairdneri",827,"finfish","fat",5.4,7.71429
"Salmo gairdneri",828,"finfish","fat",3.8,5.42857
"Salvelinus alpinus alpinus",245,"finfish","fat",2,2.85714
"Salvelinus alpinus alpinus",272,"finfish","fat",3.3,4.71429
"Sander lucioperca",216,"finfish","fat",2,2.85714
"Sander lucioperca",1003,"finfish","fat",0.74,1.05714
"Sarda sarda",67,"finfish","fat",4.03,5.75714
"Sarda sarda",70,"finfish","fat",4.33,6.18571
"Sarda sarda",79,"finfish","fat",1.13,1.61429
"Sarda sarda",82,"finfish","fat",17.37,24.8143
"Sarda sarda",95,"finfish","fat",5.69,8.12857
"Sarda sarda",118,"finfish","fat",2.53,3.61429
"Sarda sarda",140,"finfish","fat",5.74,8.2
"Sarda sarda",190,"finfish","fat",7.64,10.9143
"Sarda sarda",191,"finfish","fat",15.75,22.5
"Sarda sarda",192,"finfish","fat",2.44,3.48571
"Sarda sarda",195,"finfish","fat",2.82,4.02857
"Sarda sarda",230,"finfish","fat",13.56,19.3714
"Sarda sarda",1015,"finfish","fat",8,11.4286
"Sarda sarda",1016,"finfish","fat",3,4.28571
"Sardinella aurita",1030,"finfish","fat",10.25,14.6429
"Sardinella aurita",1032,"finfish","fat",9.45,13.5
"Sardinella aurita",1033,"finfish","fat",5.77,8.24286
"Sardinella aurita",1034,"finfish","fat",7.65,10.9286
"Sardinella aurita",1035,"finfish","fat",7.42,10.6
"Sardinella aurita",1036,"finfish","fat",4.87,6.95714
"Sardinella aurita",1037,"finfish","fat",2.5,3.57143
"Sardinella fimbriata",138,"finfish","fat",1.2,1.71429
"Scardinius erythrophthalmus",106,"finfish","fat",2.5,3.57143
"Scardinius erythrophthalmus",123,"finfish","fat",1.8,2.57143
"Scoliodon laticaudus",200,"finfish","fat",0.8,1.14286
"Scomber scombrus",1060,"finfish","fat",20.6,29.4286
"Scomber scombrus",1061,"finfish","fat",10,14.2857
"Scomber scombrus",1062,"finfish","fat",1.8,2.57143
"Scomberomorus commerson",1067,"finfish","fat",3.6,5.14286
"Scomberomorus guttatus",165,"finfish","fat",14.7,21
"Scomberomorus guttatus",1068,"finfish","fat",1.05,1.5
"Scophthalmus maximus",972,"finfish","fat",0.7,1
"Scorpaena porcus",1073,"finfish","fat",0.8,1.14286
"Scorpaena scrofa",1076,"finfish","fat",0.4,0.571429
"Scorpaena scrofa",1077,"finfish","fat",0.68,0.971429
"Sebastes caurinus",224,"finfish","fat",2.6,3.71429
"Sebastes flavidus",1081,"finfish","fat",3.58,5.11429
"Sebastes melanops",1090,"finfish","fat",3.88,5.54286
"Sebastes mentella Travin, 1951_",233,"finfish","fat",2.1,3
"Sebastes pinniger",1093,"finfish","fat",2.05,2.92857
"Selaroides leptolepis",1097,"finfish","fat",2.12,3.02857
"Selene vomer",1098,"finfish","fat",2.3,3.28571
"Sepia officinalis",1099,"mollusc","fat",1.35,1.92857
"Sepia officinalis",1100,"mollusc","fat",0.2,0.285714
"Sepia officinalis",1101,"mollusc","fat",2.38,3.4
"Seriolina nigrofasciata",1111,"finfish","fat",9.2,13.1429
"Siganus rivulatus",1118,"finfish","fat",2.14,3.05714
"Siganus rivulatus",1119,"finfish","fat",1.29,1.84286
"Siganus rivulatus",1120,"finfish","fat",1.76,2.51429
"Siganus rivulatus",1121,"finfish","fat",1.15,1.64286
"Siganus rivulatus",1122,"finfish","fat",2.58,3.68571
"Siganus rivulatus",1123,"finfish","fat",1.23,1.75714
"Siganus rivulatus",1124,"finfish","fat",3.81,5.44286
"Siganus rivulatus",1125,"finfish","fat",1.68,2.4
"Silurus glanis",176,"finfish","fat",3.2,4.57143
"Silurus glanis",182,"finfish","fat",3.8,5.42857
"Silurus glanis",1127,"finfish","fat",1.12,1.6
"Solea solea",71,"finfish","fat",1.88,2.68571
"Solea solea",81,"finfish","fat",1.62,2.31429
"Solea solea",99,"finfish","fat",1.18,1.68571
"Solea solea",151,"finfish","fat",1.61,2.3
"Solea vulgaris",1131,"finfish","fat",1,1.42857
"Solea vulgaris",1132,"finfish","fat",0.7,1
"Sparus aurata",1137,"finfish","fat",0.85,1.21429
"Sparus aurata",1138,"finfish","fat",1.16,1.65714
"Spicara vulgaris",1143,"finfish","fat",3,4.28571
"Spicara vulgaris",1144,"finfish","fat",1,1.42857
"Squalus acanthias",1152,"finfish","fat",5.2,7.42857
"Syacium gunteri",1159,"finfish","fat",0.9,1.28571
"Synodus foetens",1160,"finfish","fat",0.8,1.14286
"Tachysurus fulvidraco",276,"finfish","fat",1.4,2
"Tenualosa ilisha",88,"finfish","fat",10.18,14.5429
"Tenualosa ilisha",94,"finfish","fat",22.08,31.5429
"Tenualosa ilisha",96,"finfish","fat",18.41,26.3
"Tenualosa ilisha",103,"finfish","fat",20.78,29.6857
"Tenualosa ilisha",104,"finfish","fat",12.67,18.1
"Tenualosa ilisha",120,"finfish","fat",12.35,17.6429
"Tenualosa ilisha",124,"finfish","fat",11.68,16.6857
"Tenualosa ilisha",128,"finfish","fat",7.46,10.6571
"Tenualosa ilisha",129,"finfish","fat",5.67,8.1
"Tenualosa ilisha",141,"finfish","fat",10.38,14.8286
"Tenualosa ilisha",142,"finfish","fat",5.71,8.15714
"Tenualosa ilisha",145,"finfish","fat",7.1,10.1429
"Tenualosa ilisha",163,"finfish","fat",7.5,10.7143
"Thryssa purava",154,"finfish","fat",6.1,8.71429
"Thunnus alalunga",1173,"finfish","fat",7.6,10.8571
"Thunnus alalunga",1174,"finfish","fat",1.9,2.71429
"Thymallus arcticus",169,"finfish","fat",1.9,2.71429
"Tilapia zillii",1208,"finfish","fat",1.1,1.57143
"Tinca tinca",92,"finfish","fat",1.2,1.71429
"Tinca tinca",114,"finfish","fat",1.7,2.42857
"Todarodes sagittatus",1215,"mollusc","fat",0.3,0.428571
"Trachinotus blochii",1216,"finfish","fat",6.89,9.84286
"Trachurus lathami",1219,"finfish","fat",0.9,1.28571
"Trachurus mediterraneus",1224,"finfish","fat",2.5,3.57143
"Trachurus mediterraneus",1225,"finfish","fat",1.1,1.57143
"Trachurus mediterraneus",1226,"finfish","fat",0.4,0.571429
"Trachurus mediterraneus",1227,"finfish","fat",1.1,1.57143
"Trachurus mediterraneus",1228,"finfish","fat",2.8,4
"Trachurus mediterraneus",1229,"finfish","fat",0.6,0.857143
"Trachurus mediterraneus",1230,"finfish","fat",1,1.42857
"Trachurus mediterraneus",1231,"finfish","fat",0.8,1.14286
"Trachurus mediterraneus",1232,"finfish","fat",0.8,1.14286
"Trachurus mediterraneus",1233,"finfish","fat",1.2,1.71429
"Trachurus mediterraneus",1234,"finfish","fat",2.1,3
"Trachurus mediterraneus",1235,"finfish","fat",0.9,1.28571
"Trachurus trachurus",27,"finfish","fat",8.04,11.4857
"Trachurus trachurus",33,"finfish","fat",9.44,13.4857
"Trachurus trachurus",34,"finfish","fat",9.66,13.8
"Trachurus trachurus",42,"finfish","fat",3.92,5.6
"Trachurus trachurus",45,"finfish","fat",2.67,3.81429
"Trachurus trachurus",50,"finfish","fat",7.58,10.8286
"Trachurus trachurus",51,"finfish","fat",12.26,17.5143
"Trachurus trachurus",54,"finfish","fat",2.93,4.18571
"Trachurus trachurus",55,"finfish","fat",8.66,12.3714
"Trachurus trachurus",57,"finfish","fat",11.85,16.9286
"Trachurus trachurus",58,"finfish","fat",12.24,17.4857
"Trachurus trachurus",64,"finfish","fat",10.79,15.4143
"Trachurus trachurus",1238,"finfish","fat",1,1.42857
"Trachurus trachurus",1240,"finfish","fat",2,2.85714
"Trichiurus lepturus",1262,"finfish","fat",0.7,1
"Trigla lucerna",420,"finfish","fat",2,2.85714
"Ucides cordatus",170,"crustacean","fat",0.25,0.357143
"Upeneus parvus",1268,"finfish","fat",4.2,6
"Velesunio ambiguus",59,"mollusc","fat",1.4,2
"Zeus faber",1271,"finfish","fat",1,1.42857
"Auxis rochei",359,"finfish","fat",21.6,30.8571
"Auxis rochei",360,"finfish","fat",4.8,6.85714
"Auxis thazard",362,"finfish","fat",15.3,21.8571
"Auxis thazard",363,"finfish","fat",5.1,7.28571
"Coregonus autumnalis",1788,"finfish","fat",3.9,5.57143
"Coregonus clupeaformis",1789,"finfish","fat",1.9,2.71429
"Merluccius hubbsi",724,"finfish","fat",1.7,2.42857
"Merluccius hubbsi",725,"finfish","fat",1.4,2
"Merluccius hubbsi",726,"finfish","fat",3.4,4.85714
"Merluccius hubbsi",727,"finfish","fat",1.3,1.85714
"Merluccius hubbsi",728,"finfish","fat",1.1,1.57143
"Oreochromis macrochir",836,"finfish","fat",1.18,1.68571
"Oreochromis macrochir",837,"finfish","fat",1.29,1.84286
"Oreochromis macrochir",838,"finfish","fat",1.37,1.95714
"Oreochromis niloticus",842,"finfish","fat",0.99,1.41429
"Oreochromis niloticus",843,"finfish","fat",1.08,1.54286
"Oreochromis niloticus",853,"finfish","fat",0.83,1.18571
"Salvelinus namaycush",1792,"finfish","fat",3.9,5.57143
"Salvelinus naresi",1815,"finfish","fat",3.3,4.71429
"Stenodus leucichthys",1793,"finfish","fat",6.9,9.85714
"Tilapia rendalli",1205,"finfish","fat",0.86,1.22857
"Tilapia rendalli",1206,"finfish","fat",1.29,1.84286
"Tilapia rendalli",1207,"finfish","fat",0.94,1.34286
"Esox lucius",1790,"finfish","fat",0.8,1.14286
"Lota lota",1791,"finfish","fat",0.5,0.714286
"Coregonus autumnalis",1803,"finfish","fat",3.4,4.85714
"Coregonus autumnalis",1819,"finfish","fat",4,5.71429
"Coregonus clupeaformis",1796,"finfish","fat",1.1,1.57143
"Coregonus clupeaformis",1797,"finfish","fat",0.8,1.14286
"Coregonus clupeaformis",1799,"finfish","fat",0.7,1
"Coregonus clupeaformis",1801,"finfish","fat",1.7,2.42857
"Coregonus clupeaformis",1830,"finfish","fat",4,5.71429
"Coregonus clupeaformis",1832,"finfish","fat",3.6,5.14286
"Coregonus spp",1817,"finfish","fat",0.7,1
"Esox lucius",1800,"finfish","fat",0.4,0.571429
"Esox lucius",1802,"finfish","fat",0.4,0.571429
"Haliotis cracherodii",168,"mollusc","fat",0.8,1.14286
"Metacarcinus magister",52,"crustacean","fat",0.6,0.857143
"Myoxocephalus spp",1812,"finfish","fat",1.5,2.14286
"Mytilus edulis",177,"mollusc","fat",2.2,3.14286
"Oncorhynchus gorbuscha",173,"finfish","fat",6.7,9.57143
"Oncorhynchus keta",152,"finfish","fat",3.7,5.28571
"Oncorhynchus kisutch",91,"finfish","fat",8,11.4286
"Oncorhynchus kisutch",266,"finfish","fat",1,1.42857
"Oncorhynchus mykiss",153,"finfish","fat",6.6,9.42857
"Oncorhynchus nerka",136,"finfish","fat",5,7.14286
"Oncorhynchus tshawytscha",178,"finfish","fat",10.4,14.8571
"Oncorhyncus spp",1826,"finfish","fat",5,7.14286
"Platichthys stellatus",204,"finfish","fat",1.2,1.71429
"Salvelinus namaycush",1794,"finfish","fat",0.4,0.571429
"Salvelinus namaycush",1795,"finfish","fat",1.6,2.28571
"Salvelinus namaycush",1798,"finfish","fat",2,2.85714
"Salvelinus namaycush",1804,"finfish","fat",0.92,1.31429
"Salvelinus namaycush",1816,"finfish","fat",3.9,5.57143
"Salvelinus naresi",1809,"finfish","fat",3.3,4.71429
"Saxidomus gigantea",148,"mollusc","fat",1,1.42857
"Sebastes ruberrimus",167,"finfish","fat",1.3,1.85714
"Stenodus leucichthys",1818,"finfish","fat",7,10
"Thymallus arcticus",1831,"finfish","fat",1.9,2.71429
"Abramis brama",287,"finfish","fat",6.4,9.14286
"Abramis brama",287,"finfish","fat",6.4,9.14286
"Abramis sp.",289,"finfish","fat",4,5.71429
"Abramis sp.",289,"finfish","fat",4,5.71429
"Acanthurus xanthopterus",1381,"finfish","fat",0.99,1.41429
"Aequipecten opercularis",1568,"mollusc","fat",0.66,0.942857
"Aequipecten opercularis",1569,"mollusc","fat",0.68,0.971429
"Aetomylaeus nichofii",1441,"finfish","fat",0.67,0.957143
"Argopecten irradians",1570,"mollusc","fat",1.14,1.62857
"Argopecten irradians",1571,"mollusc","fat",0.77,1.1
"Argyrops spinifer",1466,"finfish","fat",0.43,0.614286
"Ariomma indicum",1384,"finfish","fat",2.4,3.42857
"Arius jella",1382,"finfish","fat",1.6,2.28571
"Arius jella",1383,"finfish","fat",0.72,1.02857
"Atropus atropos",1403,"finfish","fat",3.41,4.87143
"Atropus atropos",1404,"finfish","fat",1.52,2.17143
"Brosme brosme",381,"finfish","fat",0.7,1
"Brosme brosme",381,"finfish","fat",0.7,1
"Brosme brosme",382,"finfish","fat",0.6,0.857143
"Brosme brosme",382,"finfish","fat",0.6,0.857143
"Carangoides malabaricus",1399,"finfish","fat",1.61,2.3
"Carangoides malabaricus",1400,"finfish","fat",1.16,1.65714
"Caranx hippos",1391,"finfish","fat",7.11,10.1571
"Caranx hippos",1401,"finfish","fat",1.01,1.44286
"Caranx ignobilis",1402,"finfish","fat",1.73,2.47143
"Chanos chanos",1405,"finfish","fat",0.98,1.4
"Charybdis natator",1488,"crustacean","fat",0.7,1
"Charybdis natator",1489,"crustacean","fat",0.76,1.08571
"Chirocentrus dorab",1406,"finfish","fat",2.42,3.45714
"Chirocentrus nudus",1408,"finfish","fat",1.56,2.22857
"Clupea harengus",450,"finfish","fat",8.4,12
"Clupea harengus",450,"finfish","fat",8.4,12
"Clupea harengus",451,"finfish","fat",7.3,10.4286
"Clupea harengus",451,"finfish","fat",7.3,10.4286
"Clupea harengus membras",452,"finfish","fat",5.7,8.14286
"Clupea harengus membras",452,"finfish","fat",5.7,8.14286
"Clupea harengus membras",453,"finfish","fat",15.4,22
"Clupea harengus membras",453,"finfish","fat",15.4,22
"Clupea harengus membras",454,"finfish","fat",11.8,16.8571
"Clupea harengus membras",454,"finfish","fat",11.8,16.8571
"Clupea harengus membras",455,"finfish","fat",5.7,8.14286
"Clupea harengus membras",455,"finfish","fat",5.7,8.14286
"Coregonus albula",462,"finfish","fat",3.2,4.57143
"Coregonus albula",462,"finfish","fat",3.2,4.57143
"Coregonus albula",463,"finfish","fat",4.4,6.28571
"Coregonus albula",463,"finfish","fat",4.4,6.28571
"Coregonus albula",464,"finfish","fat",3.7,5.28571
"Coregonus albula",464,"finfish","fat",3.7,5.28571
"Coregonus albula",465,"finfish","fat",4.9,7
"Coregonus albula",465,"finfish","fat",4.9,7
"Coregonus albula",466,"finfish","fat",5,7.14286
"Coregonus albula",466,"finfish","fat",5,7.14286
"Coregonus albula",467,"finfish","fat",3.6,5.14286
"Coregonus albula",467,"finfish","fat",3.6,5.14286
"Coregonus albula",468,"finfish","fat",3.4,4.85714
"Coregonus albula",468,"finfish","fat",3.4,4.85714
"Coregonus clupeaformis",1823,"finfish","fat",4,5.71429
"Coregonus sp.",472,"finfish","fat",2.2,3.14286
"Coregonus sp.",472,"finfish","fat",2.2,3.14286
"Coregonus sp.",473,"finfish","fat",1.7,2.42857
"Coregonus sp.",473,"finfish","fat",1.7,2.42857
"Coregonus sp.",474,"finfish","fat",2.7,3.85714
"Coregonus sp.",474,"finfish","fat",2.7,3.85714
"Coregonus sp.",475,"finfish","fat",1.4,2
"Coregonus sp.",475,"finfish","fat",1.4,2
"Coregonus sp.",476,"finfish","fat",2.9,4.14286
"Coregonus sp.",476,"finfish","fat",2.9,4.14286
"Coregonus sp.",477,"finfish","fat",2.3,3.28571
"Coregonus sp.",477,"finfish","fat",2.3,3.28571
"Crassostrea gigas",1563,"mollusc","fat",1.46,2.08571
"Crassostrea gigas",1564,"mollusc","fat",2.84,4.05714
"Crassostrea gigas",1565,"mollusc","fat",2.64,3.77143
"Cynoglossus dubius",1417,"finfish","fat",0.47,0.671429
"Cynoglossus semilaevis",1418,"finfish","fat",0.24,0.342857
"Decapterus russelli",1396,"finfish","fat",1.34,1.91429
"Doryteuthis opalescens",1566,"mollusc","fat",1.76,2.51429
"Doryteuthis opalescens",1567,"mollusc","fat",1.24,1.77143
"Dussumieria acuta",1414,"finfish","fat",0.94,1.34286
"Dussumieria elopsoides",1416,"finfish","fat",4.34,6.2
"Eleutheronema tetradactylum",1445,"finfish","fat",0.85,1.21429
"Elops machnata",1421,"finfish","fat",0.47,0.671429
"Ephippus orbis",1423,"finfish","fat",3.19,4.55714
"Epinephelus coioides",559,"finfish","fat",0.97,1.38571
"Epinephelus latifasciatus",1464,"finfish","fat",0.42,0.6
"Esox lucius",568,"finfish","fat",0.86,1.22857
"Esox lucius",568,"finfish","fat",0.86,1.22857
"Esox lucius",570,"finfish","fat",0.74,1.05714
"Esox lucius",570,"finfish","fat",0.74,1.05714
"Esox lucius",571,"finfish","fat",0.79,1.12857
"Esox lucius",571,"finfish","fat",0.79,1.12857
"Esox lucius",572,"finfish","fat",0.69,0.985714
"Esox lucius",572,"finfish","fat",0.69,0.985714
"Esox lucius",573,"finfish","fat",0.57,0.814286
